affiliation,type,affiliation_QID,city,state_province,country,coordinate-location,lat,long,street-address
"University of North Carolina, Chapel Hill",Institution,Q192334,Chapel Hill,NC,USA,"35.908611111111,-79.049166666667",35.908611111111,-79.049166666667,
"University of North Carolina, Wilmington",Institution,Q2092214,Wilmington,NC,USA,"34.225833333333334,-77.87333333333333",34.225833333333334,-77.87333333333333,
University of Northampton,Institution,Q3123462,Northampton,,United Kingdom,"52.250641,-0.890397",52.250641,-0.890397,
University of Notre Dame,Institution,Q178848,South Bend,IN,USA,"41.6995885,-86.2370781",41.6995885,-86.2370781,
University of Nottingham,Institution,Q472316,Skillington,Lincolnshire,United Kingdom,"52.93888888888889,-1.1969444444444444",52.93888888888889,-1.1969444444444444,
University of Oklahoma,Institution,Q640652,Norman,OK,USA,"35.208611, -97.445833",35.208611, -97.445833,
University of Oregon,Institution,Q766145,Eugene,OR,USA,"44.044167, -123.075833",44.044167, -123.075833,
University of Oslo,Institution,Q486156,Oslo,,Norway,"59.939936, 10.722064",59.939936, 10.722064,
University of Ottawa,Institution,Q627969,Ottawa,,Canada,"45.4222,-75.6824",45.4222,-75.6824,
University of Oxford,Institution,Q34433,Oxford,,United Kingdom,"51.755,-1.255",51.755,-1.255,
"University of Oxford, Ruskin School of Drawing and Fine Arts",Institution,Q7761877,Oxford,,United Kingdom,"51.7525,-1.25056",51.7525,-1.25056,
University of Pennsylvania,Institution,Q49117,Philadelphia,PA,USA,"39.95388888888889,-75.19305555555556",39.95388888888889,-75.19305555555556,
"University of Pennsylvania, Museum of Archeology and Anthropology",Institution,Q1285902,Philadelphia,PA,USA,"39.949,-75.1911",39.949,-75.1911,
University of Pittsburgh,Institution,Q235034,Pittsburgh,PA,USA,"40.444565,-79.953274",40.444565,-79.953274,
University of Primorska,Institution,Q1378123,Koper,,Slovenia,"45.5483, 13.7294",45.5483, 13.7294,
University of Queensland,Institution,Q866012,Brisbane,Queensland,Australia,"-27.497222222222224,153.01305555555555",-27.497222222222224,153.01305555555555,
University of Reading,Institution,Q1432632,"Reading, England",,United Kingdom,"51.441944, -0.945556",51.441944, -0.945556,
University of Rhode Island,Institution,Q1641788,Kingston,RI,USA,"41.4807,-71.5258",41.4807,-71.5258,
University of Richmond,Institution,Q1115878,Richmond,VA,USA,"37.5752, -77.5387",37.5752, -77.5387,
University of Rochester,Institution,Q149990,Rochester,NY,USA,"43.128333, -77.628333",43.128333, -77.628333,
University of South Carolina,Institution,Q1024426,Columbia,SC,USA,"33.9975,-81.025277777778",33.9975,-81.025277777778,
University of South Florida,Institution,Q500606,Tampa,FL,USA,"28.0545,-82.413694444444",28.0545,-82.413694444444,
University of Southampton,Institution,Q76473,Southampton,,United Kingdom,"50.93463,-1.39595",50.93463,-1.39595,
University of Southern California,Institution,Q4614,Los Angeles,CA,USA,"34.021667,-118.285278",34.021667,-118.285278,
University of St. Andrews,Institution,Q216273,St. Andrews,,United Kingdom,"56.341214,-2.793011",56.341214,-2.793011,
University of Sussex,Institution,Q1161297,"Brighton, England",,United Kingdom,"50.865278, -0.085556",50.865278, -0.085556,
University of Sydney,Institution,Q487556,Sydney,,Australia,"-33.88778,151.18722",-33.88778,151.18722,
University of Tennessee,Institution,Q1150105,Knoxville,TN,USA,"35.9517, -83.93",35.9517, -83.93,
University of Texas at Arlington,Institution,Q1230739,Arlington,TX,USA,"32.730667,-97.114583",32.730667,-97.114583,
University of Texas at Austin,Institution,Q49213,Austin,TX,USA,"30.28614,-97.73942",30.28614,-97.73942,
University of Texas at Dallas,Institution,Q1781394,Richardson,TX,USA,"32.985,-96.75",32.985,-96.75,
University of the Bahamas,Institution,Q74432603,Nassau,,Bahamas,"25.060704790628645,-77.3542585755306",25.060704790628645,-77.3542585755306,
University of the Philippines,Institution,Q746592,Quezon City,,Philippines,"14.666666666667,121.06666666667",14.666666666667,121.06666666667,
University of the Philippines Diliman,Institution,Q3176886,Quezon City,,Philippines,"14.654861111111,121.06446944444",14.654861111111,121.06446944444,
University of the Punjab,Institution,Q1549932,Lahore,,Pakistan,"31.292781,74.174719",31.292781,74.174719,
University of Toronto,Institution,Q180865,Toronto,,Canada,"43.662917,-79.395746",43.662917,-79.395746,
University of Utah,Institution,Q168515,Salt Lake City,UT,USA,"40.765,-111.85",40.765,-111.85,
"University of Victoria, British Columbia",Institution,Q1458113,Vancouver,BC,Canada,"48.463333, -123.311667",48.463333, -123.311667,
University of Virginia,Institution,Q213439,Charlottesville,VA,USA,"38.035556,-78.503333",38.035556,-78.503333,
University of Warsaw,Institution,Q144488,Warsaw,,Poland,"52.240280555556,21.019169444444",52.240280555556,21.019169444444,
University of Warwick,Institution,Q865528,Warwick,,United Kingdom,"52.380080555556,-1.5619305555556",52.380080555556,-1.5619305555556,
University of Washington,Institution,Q219563,Seattle,WA,USA,"47.65416666666667,-122.30805555555555",47.65416666666667,-122.30805555555555,
University of Washington Bothell,Institution,Q7896565,Bothell,WA,USA,"47.7594,-122.191",47.7594,-122.191,
University of Western Australia,Institution,Q1517021,Perth,,Australia,"-31.980278,115.818611",-31.980278,115.818611,
University of Westminster,Institution,Q1247544,London,,United Kingdom,"51.516944,-0.143056",51.516944,-0.143056,
University of Wisconsin–Madison,Institution,Q838330,Madison,WI,USA,"43.07527778,-89.40972222",43.07527778,-89.40972222,
University of Wisconsin–Milwaukee,Institution,Q1755318,Milwaukee,WI,USA,"43.07503, -87.882915",43.07503, -87.882915,
University of York,Institution,Q967165,York,,United Kingdom,"3.94659,-1.0525",3.94659,-1.0525,
Univerza v Mariboru,Institution,Q1378,Maribor,,Slovenia,"46.559444444444,15.644444444444",46.559444444444,15.644444444444,
Utah State University,Institution,Q1052614,Logan,UT,USA,"41.740697222222,-111.81450277778",41.740697222222,-111.81450277778,
Vanderbilt University,Institution,Q29052,Nashville,TN,USA,"36.148649,-86.804972",36.148649,-86.804972,
Vasarely Museum,Institution,Q1402086,Budapest,,Hungary,"47.540191,19.046485",47.540191,19.046485,
Vassar College,Institution,Q2093794,Poughkeepsie,NY,USA,"41.686866666667,-73.895188888889",41.686866666667,-73.895188888889,
Venice International University,Institution,Q2905216,Venice,,Italy,"45.418611, 12.357222",45.418611, 12.357222,
"Venice, CA",City of Residence,Q773853,Venice,CA,USA,"33.990833333333335,-118.45916666666666",33.990833333333335,-118.45916666666666,
Victoria and Albert Museum,Institution,Q213322,London,,United Kingdom,"51.496302,-0.172078",51.496302,-0.172078,
"Vienna, Austria",City of Residence,Q1741,Vienna,,Austria,"48.208333333333336,16.3725",48.208333333333336,16.3725,
Vietnam Association of Ethnic Minorities’ Culture and Arts,Institution,Q127329565,,,Vietnam,"16.069444,108.209722",16.069444,108.209722,
"Villa I Tatti, Harvard University Center for Italian Renaissance Studies",Institution,Q3558578,Florence,,Italy,"43.7943,11.3151",43.7943,11.3151,
Vilniaus dailės akademija,Institution,Q1476319,Vilnius,,Lithuania,"54.683917,25.292917",54.683917,25.292917,
Virginia Commonwealth University,Institution,Q2303536,Richmond,VA,USA,"37.546615,-77.453255",37.546615,-77.453255,
Virginia Polytechnic Institute and State University,Institution,Q65379,Blacksburg,VA,USA,"37.225,-80.425",37.225,-80.425,
Vrije universiteit Amsterdam,Institution,Q1065414,Amsterdam,,Netherlands,"52.333757,4.86572",52.333757,4.86572,
Wageningen University and Research,Institution,Q422208,Wageningen,,Netherlands,"51.985277777777775,5.663666666666667",51.985277777777775,5.663666666666667,
Wake Forest University,Institution,Q392667,Winston-Salem,NC,USA,"36.135, -80.277",36.135, -80.277,
Walker Art Center,Institution,Q1851516,Minneapolis,MN,USA,"44.968056,-93.288611",44.968056,-93.288611,
Walters Art Museum,Institution,Q210081,Baltimore,MD,USA,"39.296667, -76.616111",39.296667, -76.616111,
Washington and Lee University,Institution,Q1785291,Lexington,VA,USA,"37.786583,-79.44425",37.786583,-79.44425,
Washington State University,Institution,Q597236,Pullman,WA,USA,"6.7252,-117.1596",6.7252,-117.1596,
Washington University in Saint Louis,Institution,Q777403,Saint Louis,MO,USA,"38.648,-90.305",38.648,-90.305,
"Washington, DC",City of Residence,Q61,Washington,DC,USA,"38.895,-77.036666666667",38.895,-77.036666666667,
"Wayland, MA",City of Residence,Q2049231,Wayland,MA,USA,"42.3625,-71.361944",42.3625,-71.361944,
Wayne State University,Institution,Q349055,Detroit,MI,USA,"42.357344444444,-83.070105555556",42.357344444444,-83.070105555556,
"Wayne, PA",City of Residence,Q3891562,Delaware County,PA,USA,"40.043888888889,-75.387777777778",40.043888888889,-75.387777777778,
Wellesley College,Institution,Q49205,Wellesley,MA,USA,"42.29528,-71.30667",42.29528,-71.30667,
Wesleyan University,Institution,Q49167,Middletown,CT,USA,"41.55562,-72.655844",41.55562,-72.655844,
Western Kentucky University,Institution,Q1474105,Bowling Green,KY,USA,"36.987472,-86.453",36.987472,-86.453,
Wexner Center for the Visual Arts,Institution,Q2527311,Columbus,OH,USA,"40.0002,-83.0094",40.0002,-83.0094,
Whitman College ,Institution,Q7996607,Walla Walla,WA,USA,"46.0707,-118.329",46.0707,-118.329,
Wilfrid Laurier University,Institution,Q2166701,Waterloo,ON,Canada,"43.4753,-80.5272",43.4753,-80.5272,
Williams College,Institution,Q49166,Williamstown,MA,USA,"42.7125,-73.205",42.7125,-73.205,
"Williamstown, MA",City of Residence,Q983837,Williamstown,MA,USA,"42.713333,-73.209444",42.713333,-73.209444,
"Wilmington, DE",City of Residence,Q174224,Wilmington,DE,USA,"39.748333, -75.551389",39.748333, -75.551389,
Wissenschaftskolleg zu Berlin,Institution,Q882032,Berlin,,Germany,"52.491522,13.276505",52.491522,13.276505,
Woodbury University,Institution,Q3445331,Los Angeles,CA,USA,"34.2085,-118.342",34.2085,-118.342,
World Museum Liverpool,Institution,Q980795,Liverpool,,United Kingdom,"53.41,-2.9816666666666665",53.41,-2.9816666666666665,
Yale University,Institution,Q49112,New Haven,CT,USA,"41.311111111111,-72.926666666667",41.311111111111,-72.926666666667,
Yale University Art Gallery,Institution,Q1568434,New Haven,CT,USA,"41.3085,-72.931",41.3085,-72.931,
"Yerevan State University, Center of Armenological Studies",Institution,Q1474624,Yerevan,,Armenia,"40.181592, 44.526469",40.181592, 44.526469,
Yeshiva University,Institution,Q1048851,New York,NY,USA,"40.85055555555556,-73.92972222222222",40.85055555555556,-73.92972222222222,
"York University, Toronto",Institution,Q849751,Toronto,ON,Canada,"43.773055555556,-79.503611111111",43.773055555556,-79.503611111111,
"York, United Kingdom",City of Residence,Q42462,York,,United Kingdom,"53.95,-1.083333",53.95,-1.083333,
Zentralinstitut für Kunstgeschichte in München,Institution,Q190617,Munich,,Germany,"48.14469378928474, 11.566474098157688",48.14469378928474, 11.566474098157688,
"Zentrum für Kunst und Medientechnologie, Karlsruhe",Institution,Q191228,Karlsruhe,,Germany,"49.001389, 8.383611",49.001389, 8.383611,
Zhejiang University,Institution,Q197543,Hangzhou,Zhejiang,China,"30.263611111111,120.12083333333",30.263611111111,120.12083333333,
"Zurich, Switzerland",City of Residence,Q72,Zurich,,Switzerland,"47.37444444444444,8.54111111111111",47.37444444444444,8.54111111111111,
